Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Storybook Workshop,Wii,,,tbd,,Konami,E,Miscellaneous
Just Sing!,DS,,,tbd,,Engine Software,E10+,Action
LEGO Rock Band,PlayStation 3,75,36,7.7,20,TT Fusion,E10+,Action
LEGO Rock Band,Xbox 360,71,50,7.2,33,TT Fusion,E10+,Action
LEGO Rock Band,Wii,70,15,6.9,7,TT Fusion,E10+,Action
Cook Wars,Wii,,,tbd,,Virtual Toys,E,Miscellaneous
Karaoke Revolution,PlayStation 3,66,8,tbd,,Blitz Games Studios,T,Action
Karaoke Revolution,Xbox 360,62,5,tbd,,Blitz Games Studios,T,Action
Karaoke Revolution,Wii,63,4,tbd,,Blitz Games Studios,T,Action
Hello Kitty Party,DS,,,tbd,,Barnstorm Games,E,Miscellaneous
Family Gameshow,Wii,,,tbd,,Zushi Games Ltd,E10+,Miscellaneous
Discovery Kids: Spider Quest,DS,,,tbd,,505 Games,E,Miscellaneous
Imagine Artist,DS,,,tbd,,Ubisoft,E,Simulation
SingStar Latino,PlayStation 3,,,tbd,,SCEE London Studio,T,Action
Family Feud: 2010 Edition,Wii,,,tbd,,Ludia Inc.,E,Miscellaneous
Pinball Hall of Fame: The Williams Collection,Xbox 360,83,18,8.3,16,Farsight Studios,E10+,Action
Pinball Hall of Fame: The Williams Collection,PlayStation 3,82,16,7.9,8,Farsight Studios,E10+,Action
Rock Band Metal Track Pack,PlayStation 2,,,tbd,,Harmonix Music Systems,T,Miscellaneous
Rock Band Metal Track Pack,PlayStation 3,,,tbd,,Harmonix Music Systems,T,Action
Rock Band Metal Track Pack,Wii,,,tbd,,Harmonix Music Systems,T,Action
Rock Band Metal Track Pack,Xbox 360,,,tbd,,Harmonix Music Systems,T,Action
The Price Is Right: 2010 Edition,Wii,,,6.5,4,Ludia Inc.,E,Miscellaneous
The Price Is Right: 2010 Edition,DS,,,tbd,,Ludia Inc.,E,Miscellaneous
Just in Time Translations,DS,,,tbd,,THQ,E,Miscellaneous
Disney/Pixar Toy Story Mania!,Wii,49,15,6.3,15,"Papaya Studios, Papaya Studio",E,Miscellaneous
The Beatles: Rock Band,PlayStation 3,88,60,8.1,75,Harmonix Music Systems,T,Action
The Beatles: Rock Band,Xbox 360,89,76,8.5,132,Harmonix Music Systems,T,Action
The Beatles: Rock Band,Wii,89,25,7.4,62,Harmonix Music Systems,T,Action
Arcade Zone,Wii,,,tbd,,Activision,E,Action
Guitar Hero 5,PlayStation 3,86,54,5.8,92,Neversoft Entertainment,T,Action
Guitar Hero 5,Xbox 360,85,69,6.8,113,Neversoft Entertainment,T,Action
Guitar Hero 5,Wii,89,25,7.0,57,Vicarious Visions,T,Action
Guitar Hero 5,PlayStation 2,71,4,2.8,13,BudCat,T,Miscellaneous
DJ Star,DS,66,7,tbd,,Game Life,T,Miscellaneous
My Make-Up,DS,,,tbd,,Oxygen Interactive,E,Miscellaneous
Junior Classic Games,DS,,,tbd,,Uacari,E,Miscellaneous
Pop'n Music,Wii,,,tbd,,Konami,E,Action
SingStar Queen,PlayStation 2,73,9,7.8,6,SCEE London Studio,T,Miscellaneous
My Friends,DS,,,tbd,,Oxygen Interactive,E,Simulation
My Secret Diary,DS,,,tbd,,Oxygen Interactive,E,Miscellaneous
Rockin' Pretty,DS,,,tbd,,Arc System Works,E,Action
Guitar Hero World Tour,PC,,,6.9,14,Neversoft Entertainment,T,Action
Calvin Tucker's Redneck Jamboree,PC,,,,,Humagade,E10+,Miscellaneous
50 Classic Games,DS,,,tbd,,Cerasus Media,E,Miscellaneous
Rock Band Country Track Pack,Wii,,,tbd,,Harmonix Music Systems,E10+,Action
Rock Band Country Track Pack,PlayStation 2,,,tbd,,Harmonix Music Systems,E10+,Miscellaneous
Rock Band Country Track Pack,PlayStation 3,,,tbd,,Harmonix Music Systems,E10+,Action
Rock Band Country Track Pack,Xbox 360,66,4,tbd,,Harmonix Music Systems,E10+,Action
Drama Queens,DS,,,tbd,,Sensory Sweep,T,Miscellaneous
Ultimate Game Room,DS,,,tbd,,FrontLine Studios,E,Miscellaneous
Guitar Hero: Smash Hits,PlayStation 2,69,6,6.9,9,Beenox,T,Miscellaneous
Guitar Hero: Smash Hits,PlayStation 3,73,34,7.3,12,Beenox,T,Action
Guitar Hero: Smash Hits,Wii,74,17,7.6,9,Beenox,T,Action
Guitar Hero: Smash Hits,Xbox 360,71,56,6.2,23,Beenox,T,Action
Guitar Hero On Tour: Modern Hits,DS,70,30,6.8,9,Activision,E10+,Action
Rock Band Unplugged,PSP,79,50,8.6,40,"Harmonix Music Systems, Backbone Entertainment",T,Action
Guitar Hero: Metallica,PlayStation 2,,,7.6,10,Neversoft Entertainment,T,Miscellaneous
Rolling Stone: Drum King,Wii,32,4,1.8,4,505 Games,T,Action
I Love Beauty: Hollywood Makeover,DS,,,tbd,,City Interactive,E,Miscellaneous
Math Blaster in the Prime Adventure,DS,,,tbd,,Knowledge Adventure Inc.,E,Miscellaneous
Party Pigs: FarmYard Games,Wii,,,tbd,,Data Design Interactive,E,Miscellaneous
Rock Band Track Pack: Classic Rock,PlayStation 2,,,tbd,,Harmonix Music Systems,T,Miscellaneous
Rock Band Track Pack: Classic Rock,PlayStation 3,,,tbd,,Harmonix Music Systems,T,Action
Rock Band Track Pack: Classic Rock,Wii,,,tbd,,Harmonix Music Systems,T,Action
Rock Band Track Pack Classic Rock,Xbox 360,70,6,tbd,,Harmonix Music Systems,T,Action
Neighborhood Games,Wii,49,6,7.0,4,Jet Black Games,E,Miscellaneous
100 Classic Books,DS,70,7,6.5,14,Genius Sonority Inc.,,Miscellaneous
Drivers' Ed Portable,DS,,,tbd,,Trine Games,E,Miscellaneous
Calvin Tucker's Redneck Jamboree,Wii,26,6,tbd,,Humagade,E10+,Miscellaneous
Karaoke Joysound Wii,Wii,,,tbd,,Hudson,E10+,Action
Let's TAP,Wii,70,47,6.7,15,Prope,E,Miscellaneous
Rock Band 2,Wii,92,10,7.2,53,Harmonix Music Systems,T,Action
Left Brain Right Brain 2,DS,51,4,tbd,,Kokolo Corporation,E,Miscellaneous
Junior Brain Trainer,DS,,,tbd,,Avanquest Software,E,Miscellaneous
Family Party: 30 Great Games,Wii,42,10,2.4,11,Tamsoft,E10+,Miscellaneous
My Fun Facts Coach,DS,,,tbd,,Powerhead Games,E,Miscellaneous
SingStar ABBA,PlayStation 3,70,26,5.5,4,SCEE London Studio,T,Action
SingStar ABBA,PlayStation 2,64,11,8.0,4,SCEE London Studio,T,Miscellaneous
101-in-1 Explosive Megamix,DS,46,13,tbd,,Nordcurrent,E,Miscellaneous
Disney Sing It! High School Musical 3: Senior Year,PlayStation 2,,,tbd,,Disney Interactive Studios,E,Miscellaneous
Rayman Raving Rabbids: TV Party,DS,,,4.6,7,"Ubisoft Paris, Ubisoft Montpellier",E10+,Miscellaneous
Guitar Rock Tour,DS,60,8,tbd,,Ubisoft,E10+,Action
KORG DS-10 Synthesizer,DS,82,11,8.2,13,AQ Interactive,E,Miscellaneous
Namco Museum: Virtual Arcade,Xbox 360,63,16,7.2,5,Namco Bandai Games,E10+,Miscellaneous
SingStar Legends,PlayStation 2,76,25,6.8,5,SCEE London Studio,T,Miscellaneous
Game Party 2,Wii,29,7,5.8,10,Midway,E,Miscellaneous
High School Musical 3: Senior Year DANCE!,Xbox 360,,,7.4,9,Page 44 Studios,E,Action
High School Musical 3: Senior Year DANCE!,PlayStation 2,,,tbd,,Page 44 Studios,E,Miscellaneous
PopStar Guitar,Wii,,,5.8,4,Broadsword Interactive,T,Action
PopStar Guitar,PlayStation 2,,,tbd,,XS Games,T,Miscellaneous
SingStar Country,PlayStation 2,75,13,tbd,,SCEE London Studio,T,Miscellaneous
Smart Boy's: Winter Wonderland,DS,,,tbd,,UFO Interactive,E,Miscellaneous
Travel Games for Dummies,DS,62,5,tbd,,Electronic Arts,E,Miscellaneous
Poker For Dummies,PC,,,tbd,,Electronic Arts,T,Miscellaneous
Guitar Hero World Tour,PlayStation 2,,,7.4,15,BudCat,T,Miscellaneous
Guitar Hero World Tour,PlayStation 3,84,43,7.3,86,Neversoft Entertainment,T,Action
Guitar Hero World Tour,Wii,86,18,7.4,80,Vicarious Visions,T,Action
Guitar Hero World Tour,Xbox 360,85,67,6.3,182,Neversoft Entertainment,T,Action
My Dress-Up,DS,,,tbd,,Oxygen Interactive,E10+,Miscellaneous
Smart Girl's Party Game,DS,,,tbd,,Starfish,E,Miscellaneous
Brain Training for Dummies,PC,,,tbd,,Electronic Arts,E,Miscellaneous
Dancing With the Stars: We Dance!,DS,,,tbd,,Activision,E10+,Action
Dancing With the Stars: We Dance!,Wii,,,4.4,5,Zoe Mode,E10+,Action
Disney Sing It,Wii,,,7.0,4,Zoe Mode,E,Action
Disney Sing It,PlayStation 2,,,tbd,,Zoe Mode,E,Miscellaneous
Disney Sing It,Xbox 360,53,10,5.1,7,Zoe Mode,E,Action
Disney Sing It,PlayStation 3,54,11,3.4,7,Zoe Mode,E,Action
Family Fest Presents Circus Games,Wii,,,tbd,,Kuju Entertainment,E,Action
High School Musical 3: Senior Year DANCE!,Wii,,,5.6,14,Page 44 Studios,E,Action
Are You Smarter than a 5th Grader?,DS,,,tbd,,"ValuSoft, AWE Games",E,Miscellaneous
Monopoly,Wii,70,11,7.1,22,Electronic Arts,E,Miscellaneous
Monopoly,PlayStation 2,,,7.2,6,Electronic Arts,E,Miscellaneous
Monopoly,Xbox 360,56,9,5.8,17,EA Bright Light,E,Miscellaneous
Monopoly,PlayStation 3,54,4,6.9,14,Electronic Arts,E,Miscellaneous
Rock Band 2,PlayStation 3,91,24,8.0,100,Harmonix Music Systems,T,Action
My Japanese Coach,DS,59,4,6.7,6,"Ubisoft, Sensory Sweep",E,Miscellaneous
Rock Revolution,DS,,,6.8,8,"Zoe Mode, HB Studios Multimedia",E10+,Action
Rock Revolution,Xbox 360,38,28,5.1,19,"Zoe Mode, HB Studios Multimedia",T,Action
Smart Boy's: Toys Club,DS,,,tbd,,Starfish,E,Miscellaneous
Smart Kid's Party Fun Pak,DS,,,tbd,,,,
Boogie SuperStar,Wii,,,8.6,14,EA Montreal,E10+,Action
Rock Revolution,PlayStation 3,42,20,6.6,12,"Zoe Mode, HB Studios Multimedia",T,Action
Smart Girl's: Winter Wonderland,DS,,,tbd,,UFO Interactive,E,Miscellaneous
My Spanish Coach,PSP,,,tbd,,"Ubisoft, Sensory Sweep",E,Miscellaneous
Bella Sara,DS,,,tbd,,Razorback Developments,E,Simulation
Zubo,DS,75,19,7.6,76,EA Bright Light,E10+,Action
Princess Debut,DS,71,6,7.8,8,Cave,E,Action
Rock Band Track Pack Volume 1,PlayStation 2,,,tbd,,Harmonix Music Systems,T,Miscellaneous
Buzz! Master Quiz,PSP,68,31,7.0,4,Relentless Software,E10+,Miscellaneous
Buzz! Quiz TV,PlayStation 3,80,48,7.2,31,Relentless Software,T,Miscellaneous
Samba de Amigo,Wii,68,43,8.1,44,Gearbox Software,E,Action
Brain Quest Grades 3 & 4,DS,,,tbd,,Planet Moon Studios,E,Miscellaneous
Brain Quest Grades 5 & 6,DS,,,tbd,,Planet Moon Studios,E,Miscellaneous
Naruto Ultimate Collection,PlayStation 2,,,tbd,,Namco Bandai Games America,T,Miscellaneous
Pac-Man Power Pack,PlayStation 2,,,tbd,,Namco Bandai Games America,E,Miscellaneous
My Secret World by Imagine,DS,,,7.3,6,Ubisoft,E,Miscellaneous
My Secret World by Imagine,DS,,,7.3,6,Ubisoft,E,Miscellaneous
Red Bull BC One,DS,48,15,5.3,8,Smack Down Productions,E,Action
Rock Band 2,Xbox 360,92,69,8.2,167,Harmonix Music Systems,T,Action
The Price is Right,DS,,,tbd,,Ludia Inc.,E,Miscellaneous
The Price is Right,Wii,,,4.4,10,Ludia Inc.,E,Miscellaneous
My Chinese Coach,DS,,,tbd,,"Ubisoft, Sensory Sweep",E,Miscellaneous
Texas Hold 'Em Poker Pack,DS,,,tbd,,Webfoot Technologies,T,Miscellaneous
SingStar Amped,PlayStation 2,76,20,tbd,,SCEE London Studio,T,Miscellaneous
The Cheetah Girls: Passport to Stardom,DS,,,tbd,,Handheld Games,E,Action
Quick Yoga Training,DS,,,tbd,,"Ubisoft, Moss",E,Sports
Order Up!,Wii,76,25,8.6,27,SuperVillain Studios,E,Action
Carnival Games,DS,48,11,3.3,4,Cat Daddy Games,E,Action
Wonder World Amusement Park,Wii,37,9,4.5,4,Coyote Console,E,Miscellaneous
Guitar Hero: Aerosmith,Xbox 360,70,59,6.6,54,Neversoft Entertainment,T,Action
Guitar Hero: Aerosmith,PlayStation 3,70,39,5.1,28,Neversoft Entertainment,T,Action
Guitar Hero: Aerosmith,Wii,73,16,6.8,22,Vicarious Visions,T,Action
Guitar Hero: Aerosmith,PlayStation 2,71,11,6.7,20,BudCat,T,Miscellaneous
Gourmet Chef: Cook Your Way To Fame,DS,,,tbd,,"Ubisoft, Creative Patterns",E,Simulation
Hail to the Chimp,PlayStation 3,51,19,4.2,5,Wideload Games Inc.,T,Miscellaneous
Hail to the Chimp,Xbox 360,52,23,6.1,8,Wideload Games Inc.,T,Miscellaneous
Midnight Play! Pack,DS,,,tbd,,Gameloft,T,Miscellaneous
Guitar Hero: On Tour,DS,71,70,8.0,37,Vicarious Visions,E10+,Action
Rock Band,Wii,80,21,6.3,39,Harmonix Music Systems,T,Action
Looney Tunes: Cartoon Conductor,DS,67,17,tbd,,Amaze Entertainment,E,Action
My Fashion Studio,DS,,,6.8,6,"505 Games, Creative Patterns",E,Simulation
World Championship Cards,PSP,,,tbd,,Crave,E,Miscellaneous
Battle of the Bands,Wii,58,40,6.0,14,Planet Moon Studios,T,Action
Guitar Hero III: Legends of Rock,Wii,86,36,7.8,106,Vicarious Visions,T,Action
Top Trumps: Doctor Who,DS,53,6,,,Rockpool Games,,Strategy
Battle of the Bands,Wii,58,40,6.0,14,Planet Moon Studios,T,Action
Buzz! Junior: RoboJam,PlayStation 2,62,10,tbd,,Cohort Studios,E,Miscellaneous
Buzz! The Hollywood Quiz,PlayStation 2,77,22,7.5,6,Relentless Software,T,Miscellaneous
Brain Assist,DS,53,17,tbd,,Sega,E,Miscellaneous
Pinball Hall of Fame: The Williams Collection,Wii,82,16,8.1,40,Farsight Studios,E10+,Action
Pinball Hall of Fame: The Williams Collection,PSP,78,4,tbd,,Farsight Studios,E10+,Action
Totally Spies! Totally Party,Wii,,,tbd,,Ubisoft,E,Miscellaneous
Totally Spies! Totally Party,PlayStation 2,,,tbd,,Mad Monkey,E,Action
Totally Spies! Totally Party,PC,,,tbd,,Ubisoft,E,Action
Dream Pinball 3D,PC,61,5,,,ASK Homework,E10+,Action
Karaoke Revolution Presents: American Idol Encore,Wii,,,7.8,21,Blitz Games,E,Action
Karaoke Revolution Presents: American Idol Encore,PlayStation 2,76,4,tbd,,Blitz Games,E,Miscellaneous
Karaoke Revolution Presents: American Idol Encore,Xbox 360,70,7,7.0,6,Blitz Games,E,Action
Bomberman Land,Wii,57,23,7.6,12,Racjin,E,Miscellaneous
Brain Challenge,DS,68,7,7.0,4,Ubisoft,E,Miscellaneous
Atari Classics Evolved,PSP,64,17,6.0,5,Stainless Games,E,Miscellaneous
Rock Band,PlayStation 2,82,8,6.9,16,Harmonix Music Systems,T,Miscellaneous
Alvin and the Chipmunks,DS,,,tbd,,Sensory Sweep,E,Action
Alvin and the Chipmunks,Wii,30,4,4.9,31,Sensory Sweep,E,Action
Jenga World Tour,Wii,26,14,2.8,11,Atomic Planet Entertainment,E,Miscellaneous
Rayman Raving Rabbids 2,Wii,67,25,8.0,80,Ubisoft Montpellier,E10+,Miscellaneous
Alvin and the Chipmunks,PlayStation 2,33,5,5.2,9,Sensory Sweep,E,Miscellaneous
Cranium Kabookii,Wii,64,9,5.4,13,Ubisoft Quebec,E,Miscellaneous
My Spanish Coach,Wii,,,,,"Ubisoft, Sensory Sweep",E,Miscellaneous
Smarty Pants,Wii,65,26,7.5,11,Planet Moon Studios,E,Miscellaneous
Buzz! The Mega Quiz,PlayStation 2,75,24,8.7,20,Relentless Software,E10+,Miscellaneous
High School Musical: Sing It!,Wii,64,4,5.0,6,Artificial Mind and Movement,E,Action
High School Musical: Sing It!,PlayStation 2,56,8,tbd,,Artificial Mind and Movement,E,Miscellaneous
Viva Pinata: Party Animals,Xbox 360,56,42,6.4,26,Krome Studios,E,Simulation
Guitar Hero III: Legends of Rock,PlayStation 3,83,45,7.8,64,Neversoft Entertainment,T,Action
Guitar Hero III: Legends of Rock,PlayStation 2,82,24,8.4,83,"Neversoft Entertainment, BudCat",T,Miscellaneous
Carnival Games,Wii,56,27,5.9,47,Cat Daddy Games,E,Action
Interactive Storybook DS: Series 3,DS,,,tbd,,Starfish SD,E,Miscellaneous
Solitaire Overload,DS,,,8.0,14,Telegames,E,Miscellaneous
Chessmaster: The Art of Learning,DS,,,6.7,10,"Ubisoft, Ubisoft Sofia",E,Miscellaneous
Dancing with the Stars,PlayStation 2,,,tbd,,Zoe Mode,E10+,Miscellaneous
Dancing with the Stars,Wii,42,5,6.2,5,Zoe Mode,E10+,Action
Harry Potter Collection,PlayStation 2,,,tbd,,Electronic Arts,E10+,Miscellaneous
Namco Museum Remix,Wii,49,18,7.3,9,TOSE,E,Miscellaneous
Rhythm 'n Notes: Improve Your Music Skills,DS,26,6,4.5,4,Beyond Interactive,E,Action
Fullmetal Alchemist: Trading Card Game,DS,61,7,7.5,4,Magellan Interactive,T,Strategy
The Cheetah Girls: Pop Star Sensations,DS,,,tbd,,Handheld Games,E,Action
Holly Hobbie & Friends,DS,,,tbd,,FrontLine Studios,E,Miscellaneous
Master Jin Jin's IQ Challenge,DS,38,4,tbd,,Astroll,E,Miscellaneous
Spelling Challenges and More!,PSP,,,tbd,,"Supersonic Software, puzzle.tv",E,Miscellaneous
World Series of Poker 2008: Battle for the Bracelets,PlayStation 3,75,6,tbd,,Left Field Productions,T,Miscellaneous
Spelling Challenges and More!,DS,,,tbd,,"Supersonic Software, puzzle.tv",E,Miscellaneous
World Championship Poker 2: Featuring Howard Lederer,PlayStation 2,67,20,6.3,4,Point of View,T,Miscellaneous
Cosmic Family,Wii,54,6,6.0,7,Ubisoft Barcelona,E,Action
Interactive Storybook DS: Series 1,DS,,,tbd,,Starfish SD,E,Miscellaneous
SingStar '80s,PlayStation 2,78,22,8.1,8,SCEA,T,Miscellaneous
Ultimate Board Game Collection,Wii,,,tbd,,Jack of All Games,E,Miscellaneous
Hard Rock Casino,PSP,44,8,tbd,,Farsight Studios,T,Miscellaneous
Rayman Raving Rabbids,Xbox 360,67,16,7.5,24,Ubisoft Montpellier,E,Action
Furu Furu Park,Wii,43,16,4.8,5,"Taito Corporation, 505 Games",E10+,Miscellaneous
Guitar Hero II,Xbox 360,92,55,8.1,245,Harmonix Music Systems,T,Action
SingStar Pop,PlayStation 2,73,13,7.5,11,SCEE London Studio,E10+,Miscellaneous
Konami Classics Series: Arcade Hits,DS,76,29,tbd,,M2,E10+,Miscellaneous
Flipper Critters,DS,60,13,tbd,,Zen Studios,E,Miscellaneous
QuickSpot,DS,68,18,tbd,,Namco,E10+,Miscellaneous
Rayman Raving Rabbids,DS,56,13,6.8,11,Ubisoft Bulgaria,E,Action
Sonic Mega Collection Plus,PC,,,8.1,7,Sega,E,Miscellaneous
Marvel Trading Card Game,PSP,63,22,8.0,6,"Konami, Vicious Cycle",T,Strategy
Fuzion Frenzy 2,Xbox 360,49,47,5.4,33,Hudson Soft,E10+,Miscellaneous
World Championship Poker Featuring Howard Lederer: All In,Wii,,,tbd,,Point of View,T,Miscellaneous
Rayman Raving Rabbids,Wii,76,54,7.7,134,Ubisoft Montpellier,E,Action
Ultimate Board Game Collection,PlayStation 2,37,6,tbd,,Jack of All Games,E,Miscellaneous
Metal Gear Solid: Digital Graphic Novel,PSP,78,22,7.6,30,Kojima Productions,M,Miscellaneous
Stacked with Daniel Negreanu,PlayStation 2,63,23,5.3,7,5000ft,T,Miscellaneous
Stacked with Daniel Negreanu,Xbox,61,20,tbd,,5000ft,T,Miscellaneous
Karaoke Revolution Party,GameCube,80,22,tbd,,Harmonix Music Systems,E10+,Miscellaneous
Bratz: Rock Angelz,PlayStation 2,60,7,6.2,12,Blitz Games,E,Miscellaneous
Bratz: Rock Angelz,Game Boy Advance,,,,,Altron,E,Miscellaneous
Bratz: Rock Angelz,PC,,,7.2,6,AWE Games,E,Simulation
EyeToy: Play 2,PlayStation 2,78,30,6.8,12,SCEE,E10+,Miscellaneous
Sonic Gems Collection,GameCube,64,32,8.2,46,Sonic Team,E,Miscellaneous
Flipnic: Ultimate Pinball,PlayStation 2,64,28,8.2,13,SCEI,E,Miscellaneous
In the Groove,PlayStation 2,72,14,8.5,14,Roxor Games,E,Miscellaneous
Donkey Konga 2,GameCube,69,30,7.0,12,Namco,T,Miscellaneous
Thief: Deadly Shadows,PC,85,45,8.3,312,Ion Storm,M,Action Adventure
Killer 3D Pool,Game Boy Advance,,,tbd,,Gravity-I,E,Miscellaneous
Scrabble Blast!,Game Boy Advance,,,tbd,,Visual Impact,E,Miscellaneous
World Championship Poker: Deluxe Series,DS,67,8,tbd,,Sensory Sweep,E,Miscellaneous
Mario Party Advance,Game Boy Advance,54,27,5.0,54,Hudson,E,Miscellaneous
Super Monkey Ball Deluxe,PlayStation 2,78,25,7.7,19,Sega,E,Miscellaneous
Retro Atari Classics,DS,51,17,3.7,7,Taniko,E,Miscellaneous
Super Monkey Ball Deluxe,Xbox,81,25,7.8,14,Sega,E,Miscellaneous
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Game Boy Advance,66,10,8.7,26,Konami,E,Miscellaneous
Electroplankton,DS,71,49,7.0,38,indieszero,E,Action
Duel Masters: Shadow of the Code,Game Boy Advance,,,tbd,,Mistic Software,E,Miscellaneous
MTV Music Generator 3: This Is the Remix,Xbox,79,26,5.4,10,Mix Max,T,Miscellaneous
EyeToy: Groove,PlayStation 2,73,34,7.8,6,SCEE,E,Miscellaneous
Trivial Pursuit Unhinged,Xbox,58,10,8.0,4,Artech Studios,T,Miscellaneous
Trivial Pursuit Unhinged,PlayStation 2,51,11,tbd,,Artech Studios,T,Miscellaneous
Duel Masters: Kaijudo Showdown,Game Boy Advance,66,10,tbd,,Mistic Software,E,Miscellaneous
Mega Man: Battle Chip Challenge,Game Boy Advance,54,25,8.7,59,Capcom,E,Miscellaneous
Yu-Gi-Oh! World Championship Tournament 2004,Game Boy Advance,68,18,7.7,24,KCEJ,E,Miscellaneous
Intellivision Lives!,Xbox,60,9,tbd,,Realtime Associates,E,Miscellaneous
Ultimate Card Games,Game Boy Advance,87,9,,,Cosmigo,E,Miscellaneous
Midway Arcade Treasures,GameCube,72,11,8.1,7,Midway,T,Miscellaneous
Activision Anthology,Game Boy Advance,79,13,4.8,5,Aspyr,E,Miscellaneous
Midway Arcade Treasures,Xbox,74,22,7.2,5,Midway,T,Miscellaneous
Intellivision Lives!,PlayStation 2,64,15,7.6,5,Realtime Associates,E,Miscellaneous
Lowrider,PlayStation 2,46,14,8.0,12,Pacific Century Cyber Works,T,Miscellaneous
American Idol,Game Boy Advance,,,4.8,5,Mobius Entertainment,E,Miscellaneous
Midway Arcade Treasures,PlayStation 2,76,22,8.2,9,Midway,T,Miscellaneous
Space Channel 5 Special Edition,PlayStation 2,79,16,8.5,16,UGA,T,Miscellaneous
Muppets Party Cruise,PlayStation 2,61,11,7.4,8,Mass Media,E,Action
Muppets Party Cruise,GameCube,,,8.0,5,Mass Media,E,Miscellaneous
Wheel of Fortune,PlayStation 2,,,tbd,,Atari,E,Miscellaneous
American Idol,PlayStation 2,41,14,4.8,13,Hothouse Creations,E,Miscellaneous
Jeopardy!,PlayStation 2,62,4,6.8,5,Atari,E,Miscellaneous
Xbox Music Mixer,Xbox,49,12,tbd,,WildTangent,E,Miscellaneous
Karaoke Revolution,PlayStation 2,83,29,8.7,18,Harmonix Music Systems,E,Miscellaneous
Amplitude,PlayStation 2,86,35,8.6,27,Harmonix Music Systems,T,Miscellaneous
Disney's Party,GameCube,39,6,5.7,7,Neverland,E,Miscellaneous
Disney's Party,Game Boy Advance,,,tbd,,Jupiter Multimedia,E,Miscellaneous
Karaoke Party,PlayStation 2,,,,,Datel,,Miscellaneous
Space Channel 5: Ulala's Cosmic Attack,Game Boy Advance,55,15,8.0,5,Art,E,Miscellaneous
Shrek: Super Party,GameCube,40,6,7.6,12,Mass Media,E,Miscellaneous
Chessmaster,PlayStation 2,79,9,7.5,14,Ubisoft Romania,E,Miscellaneous
Sega Arcade Gallery,Game Boy Advance,70,12,tbd,,Bits Studios,E,Miscellaneous
Music Maker,PlayStation 2,,,tbd,,Magix,E,Miscellaneous
Ultimate Brain Games,Game Boy Advance,80,9,8.5,8,Cosmigo,E,Miscellaneous
My Street,PlayStation 2,46,21,3.6,14,Idol Minds,E,Miscellaneous
Activision Anthology,PlayStation 2,75,13,7.3,10,Contraband Entertainment,E,Miscellaneous
Yu-Gi-Oh! Dungeon Dice Monsters,Game Boy Advance,67,9,8.0,26,Konami,E,Miscellaneous
Walt Disney's The Jungle Book: Rhythm N'Groove,PlayStation 2,56,6,3.8,4,Ubisoft Shanghai,E,Miscellaneous
Pinball Tycoon,Game Boy Advance,,,tbd,,Ignition Entertainment,E,Miscellaneous
Nickelodeon Party Blast,GameCube,,,5.8,4,Data Design Interactive,E,Miscellaneous
Shrek: Super Party,Xbox,33,9,7.6,16,Mass Media,E,Miscellaneous
Shrek: Super Party,PlayStation 2,30,4,4.8,18,Mass Media,E,Miscellaneous
Technic Beat,PlayStation 2,67,24,tbd,,Arika,E,Miscellaneous
Nickelodeon Party Blast,Xbox,19,4,3.6,12,Data Design Interactive,E,Miscellaneous
Game & Watch Gallery 4,Game Boy Advance,71,14,8.1,7,Nintendo,E,Miscellaneous
Namco Museum,GameCube,62,10,8.1,8,Mass Media,E,Miscellaneous
Namco Museum,Xbox,59,7,7.2,6,Mass Media,E,Miscellaneous
The Document of Metal Gear Solid 2,PlayStation 2,,,tbd,,KCEJ,M,Miscellaneous
Sega Smash Pack,Game Boy Advance,60,14,5.0,6,CodeFire,E,Miscellaneous
Barbie Groovy Games,Game Boy Advance,47,5,7.0,4,Digital Illusions,E,Miscellaneous
Pac-Man Fever,GameCube,54,10,6.9,13,Mass Media,E,Miscellaneous
