Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Madden NFL 2005,DS,2004.0,Sports,EA Sports  ,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E
NCAA March Madness 2005,PlayStation 2,2004.0,Sports,EA Sports  ,0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13.0,EA Canada,E
NCAA March Madness 2005,Xbox,2004.0,Sports,EA Sports  ,0.21,0.06,0.0,0.01,0.28,80.0,18.0,6.7,6.0,EA Canada,E
Cabela's Big Game Hunter 2005 Adventures,PlayStation 2,2004.0,Sports,Activision  ,0.28,0.21,0.0,0.07,0.56,55.0,4.0,8.4,16.0,Sand Grain Studios,T
EyeToy: AntiGrav,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.4,7.0,Harmonix Music Systems,E
Gretzky NHL 2005,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.08,0.07,0.0,0.02,0.17,66.0,24.0,8.7,15.0,Page 44 Studios,E
Outlaw Golf 2,Xbox,2004.0,Sports,Global Star Software  ,0.15,0.04,0.0,0.01,0.21,74.0,41.0,,,Hypnotix,M
FIFA Soccer 2005,Game Boy Advance,2004.0,Sports,EA Sports  ,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.9,7.0,EA Canada,E
FIFA Soccer 2005,Xbox,2004.0,Sports,EA Sports  ,0.33,0.6,0.0,0.04,0.97,81.0,34.0,8.4,25.0,EA Canada,E
FIFA Soccer 2005,GameCube,2004.0,Sports,EA Sports  ,0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.3,7.0,EA Canada,E
FIFA Soccer 2005,PlayStation 2,2004.0,Sports,EA Sports  ,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.4,64.0,EA Canada,E
Tony Hawk's Underground 2,PlayStation 2,2004.0,Sports,Activision  ,1.25,0.86,0.01,0.26,2.37,83.0,59.0,8.5,84.0,Neversoft Entertainment,T
Tony Hawk's Underground 2,Game Boy Advance,2004.0,Sports,Activision  ,0.35,0.13,0.0,0.01,0.49,70.0,4.0,,,Vicarious Visions,E
Tony Hawk's Underground 2,GameCube,2004.0,Sports,Activision  ,0.38,0.1,0.0,0.01,0.5,82.0,30.0,8.0,22.0,Neversoft Entertainment,T
Tony Hawk's Underground 2,Xbox,2004.0,Sports,Activision  ,0.48,0.24,0.0,0.03,0.75,83.0,55.0,7.4,16.0,Neversoft Entertainment,T
ESPN NBA 2K5,PlayStation 2,2004.0,Sports,Sega  ,1.26,0.12,0.0,0.21,1.59,83.0,24.0,7.5,39.0,Visual Concepts,E
ESPN NBA 2K5,Xbox,2004.0,Sports,Sega  ,0.88,0.04,0.0,0.04,0.95,85.0,28.0,7.8,25.0,Visual Concepts,E
NBA Live 2005,PlayStation 2,2004.0,Sports,EA Sports  ,2.03,0.21,0.0,0.35,2.59,84.0,21.0,8.2,48.0,EA Canada,E
NBA Live 2005,GameCube,2004.0,Sports,EA Sports  ,0.35,0.09,0.0,0.01,0.45,83.0,17.0,7.1,9.0,EA Canada,E
NBA Live 2005,Xbox,2004.0,Sports,EA Sports  ,0.81,0.05,0.0,0.04,0.9,85.0,28.0,7.6,14.0,EA Canada,E
Rocky: Legends,Xbox,2004.0,Sports,Ubisoft  ,0.07,0.02,0.0,0.0,0.1,67.0,21.0,5.4,7.0,Venom Games,T
Backyard Basketball,Game Boy Advance,2004.0,Sports,Atari  ,0.13,0.05,0.0,0.0,0.18,,,8.3,4.0,Mistic Software,E
NHL 2005,Xbox,2004.0,Sports,EA Sports  ,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,EA Sports,E
NHL 2005,PlayStation 2,2004.0,Sports,EA Sports  ,0.22,0.17,0.0,0.06,0.45,75.0,21.0,8.2,25.0,EA Sports,E
NHL 2005,GameCube,2004.0,Sports,EA Sports  ,0.05,0.01,0.0,0.0,0.07,75.0,18.0,5.6,5.0,EA Sports,E
Tiger Woods PGA Tour 2005,PlayStation 2,2004.0,Sports,EA Sports  ,1.03,0.32,0.0,0.09,1.44,88.0,30.0,8.2,20.0,EA Sports,E
Tiger Woods PGA Tour 2005,Xbox,2004.0,Sports,EA Sports  ,0.64,0.18,0.0,0.03,0.85,88.0,26.0,7.4,17.0,EA Sports,E
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,EA Sports  ,0.0,0.01,0.0,0.0,0.01,91.0,16.0,3.8,50.0,Headgate,E
Tiger Woods PGA Tour 2005,GameCube,2004.0,Sports,EA Sports  ,0.1,0.03,0.0,0.0,0.14,88.0,18.0,,,EA Sports,E
Crushed Baseball,Game Boy Advance,2004.0,Sports,Summitsoft  ,0.03,0.01,0.0,0.0,0.04,,,,,Griptonite Games,E
Pro Fishing Challenge,Xbox,2004.0,Sports,Atlus  ,0.02,0.0,0.0,0.0,0.02,62.0,11.0,7.9,11.0,Opus,E
Rapala Pro Fishing,Xbox,2004.0,Sports,Activision  ,0.12,0.03,0.0,0.01,0.16,59.0,7.0,,,FUN Labs,E
Rapala Pro Fishing,Game Boy Advance,2004.0,Sports,Activision  ,0.04,0.02,0.0,0.0,0.06,,,,,Torus Games,E
Rapala Pro Fishing,PlayStation 2,2004.0,Sports,Activision  ,0.18,0.14,0.0,0.05,0.36,59.0,6.0,8.7,32.0,Activision,E
ESPN NHL 2K5,PlayStation 2,2004.0,Sports,Sega  ,0.43,0.33,0.0,0.11,0.88,86.0,25.0,8.2,20.0,Kush Games,E
ESPN NHL 2K5,Xbox,2004.0,Sports,Sega  ,0.32,0.09,0.0,0.02,0.42,88.0,32.0,7.9,15.0,Kush Games,E
Cabela's Deer Hunt 2005 Season,PlayStation 2,2004.0,Sports,Activision  ,0.18,0.14,0.0,0.05,0.37,,,8.5,16.0,Sand Grain Studios,T
Cabela's Deer Hunt 2005 Season,Xbox,2004.0,Sports,Activision  ,0.09,0.02,0.0,0.0,0.11,59.0,5.0,6.4,7.0,Sand Grain Studios,T
Hot Shots Golf Fore!,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.46,0.36,0.0,0.12,0.94,80.0,46.0,8.4,13.0,Clap Hanz,E
Hot Shots Golf Fore!,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.27,0.11,1.34,0.0,1.72,80.0,46.0,8.4,13.0,Clap Hanz,E
Hot Shots Golf Fore!,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.46,0.36,0.0,0.12,0.94,80.0,46.0,8.4,13.0,Clap Hanz,E
Hot Shots Golf Fore!,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.27,0.11,1.34,0.0,1.72,80.0,46.0,8.4,13.0,Clap Hanz,E
Madden NFL 2005,Xbox,2004.0,Sports,EA Sports  ,1.61,0.03,0.0,0.08,1.72,91.0,39.0,7.2,31.0,EA Tiburon,E
Madden NFL 2005,PlayStation 2,2004.0,Sports,EA Sports  ,4.18,0.26,0.01,0.08,4.53,91.0,30.0,8.0,84.0,EA Tiburon,E
Madden NFL 2005,GameCube,2004.0,Sports,EA Sports  ,0.54,0.14,0.0,0.02,0.7,90.0,26.0,6.8,4.0,EA Tiburon,E
Madden NFL 2005,Game Boy Advance,2004.0,Sports,EA Sports  ,0.28,0.1,0.0,0.01,0.39,79.0,9.0,7.8,6.0,Exient Entertainment,E
Hamtaro: Ham-Ham Games,Game Boy Advance,2004.0,Sports,Nintendo  ,0.16,0.06,0.0,0.0,0.22,77.0,20.0,8.3,9.0,Alphadream Corporation,E
ESPN NFL 2K5,PlayStation 2,2004.0,Sports,Sega  ,2.15,0.12,0.0,0.36,2.62,90.0,37.0,8.6,108.0,Visual Concepts,E
ESPN NFL 2K5,Xbox,2004.0,Sports,Sega  ,1.54,0.02,0.0,0.07,1.63,92.0,42.0,8.1,131.0,Visual Concepts,E
NCAA Football 2005,Xbox,2004.0,Sports,EA Sports  ,0.63,0.02,0.0,0.03,0.68,89.0,29.0,7.8,13.0,EA Sports,E
NCAA Football 2005,PlayStation 2,2004.0,Sports,EA Sports  ,1.32,0.09,0.0,0.22,1.62,88.0,29.0,8.8,36.0,EA Tiburon,E
NCAA Football 2005,GameCube,2004.0,Sports,EA Sports  ,0.17,0.04,0.0,0.01,0.22,88.0,18.0,8.4,8.0,EA Sports,E
Athens 2004,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.4,14.0,Eurocom Entertainment Software,E
Ribbit King,PlayStation 2,2004.0,Sports,Bandai  ,0.05,0.04,0.0,0.01,0.09,58.0,10.0,7.6,7.0,Bandai,E
Ribbit King,GameCube,2004.0,Sports,Bandai  ,0.04,0.01,0.0,0.0,0.05,60.0,11.0,7.3,7.0,Bandai,E
Smash Court Tennis Pro Tournament 2,PlayStation 2,2004.0,Sports,Namco  ,0.06,0.05,0.0,0.02,0.13,74.0,41.0,8.6,16.0,Namco,E
Strike Force Bowling,Xbox,2004.0,Sports,Crave Entertainment  ,0.03,0.01,0.0,0.0,0.04,54.0,10.0,,,Lab Rats Games,E
Strike Force Bowling,PlayStation 2,2004.0,Sports,Crave Entertainment  ,0.3,0.24,0.0,0.08,0.62,48.0,14.0,6.8,4.0,Lab Rats Games,E
UEFA Euro 2004: Portugal,PlayStation 2,2004.0,Sports,EA Sports  ,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,EA Canada,E
UEFA Euro 2004: Portugal,Xbox,2004.0,Sports,EA Sports  ,0.04,0.01,0.0,0.0,0.05,74.0,21.0,7.8,10.0,EA Canada,E
World Championship Pool 2004,PlayStation 2,2004.0,Miscellaneous,Jaleco  ,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6.0,Blade Interactive,E
Ten Pin Alley 2,Game Boy Advance,2004.0,Sports,XS Games  ,0.01,0.0,0.0,0.0,0.01,,,,,Pronto Games,E
Street Jam Basketball,Game Boy Advance,2004.0,Sports,DSI Games  ,0.02,0.01,0.0,0.0,0.03,35.0,7.0,6.5,8.0,Prograph,E
Mario Golf: Advance Tour,Game Boy Advance,2004.0,Sports,Nintendo  ,0.32,0.12,0.0,0.01,0.45,84.0,38.0,8.8,18.0,Camelot Software Planning,E
World Tour Soccer 2005,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.08,0.06,0.0,0.02,0.16,68.0,28.0,7.9,7.0,SCEE London Studio,E
All-Star Baseball 2005,PlayStation 2,2004.0,Sports,Acclaim Entertainment  ,0.16,0.12,0.0,0.04,0.32,72.0,13.0,8.6,21.0,Acclaim,E
NBA Ballers,Xbox,2004.0,Sports,Midway Games  ,0.37,0.11,0.0,0.02,0.51,82.0,35.0,7.3,10.0,Midway,E
NBA Ballers,PlayStation 2,2004.0,Sports,Midway Games  ,0.81,0.63,0.0,0.21,1.66,83.0,44.0,8.8,23.0,Midway,E
All-Star Baseball 2005,Xbox,2004.0,Sports,Acclaim Entertainment  ,0.11,0.03,0.0,0.01,0.15,75.0,31.0,8.2,14.0,Acclaim,E
Backyard Baseball,PlayStation 2,2004.0,Sports,Atari  ,0.24,0.19,0.0,0.06,0.49,,,7.4,9.0,Humongous Entertainment,E
MLB 2005,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.44,0.35,0.0,0.12,0.9,78.0,36.0,7.6,9.0,989 Sports,E
Wade Hixton's Counter Punch,Game Boy Advance,2004.0,Sports,"Destination Software, Inc  ",0.01,0.0,0.0,0.0,0.01,78.0,13.0,8.2,6.0,Inferno Games,T
MVP Baseball 2004,GameCube,2004.0,Sports,EA Sports  ,0.2,0.05,0.0,0.01,0.26,89.0,25.0,7.2,13.0,EA Sports,E
MVP Baseball 2004,Xbox,2004.0,Sports,EA Sports  ,0.44,0.13,0.0,0.02,0.59,90.0,31.0,7.8,23.0,EA Sports,E
MVP Baseball 2004,PlayStation 2,2004.0,Sports,Electronic Arts  ,1.1,0.06,0.0,0.18,1.34,90.0,28.0,8.5,55.0,EA Sports,E
Gallop Racer 2004,PlayStation 2,2004.0,Sports,Tecmo  ,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,Tecmo,E
NFL Street,PlayStation 2,2004.0,Sports,EA Sports BIG   ,1.15,0.08,0.0,0.19,1.42,80.0,36.0,8.8,50.0,EA Tiburon,E
NFL Street,GameCube,2004.0,Sports,EA Sports BIG   ,0.27,0.07,0.0,0.01,0.35,81.0,30.0,8.2,6.0,EA Tiburon,E
NFL Street,Xbox,2004.0,Sports,EA Sports BIG   ,0.49,0.15,0.0,0.02,0.66,81.0,38.0,8.8,11.0,EA Tiburon,E
Deer Hunter,PlayStation 2,2003.0,Sports,Atari  ,0.14,0.11,0.0,0.04,0.28,,,8.3,18.0,Coresoft,T
World Championship Pool 2004,Xbox,2003.0,Miscellaneous,Jaleco  ,0.03,0.01,0.0,0.0,0.04,67.0,11.0,,,Blade Interactive,E
NFL Blitz Pro,GameCube,2003.0,Sports,Midway Games  ,0.02,0.0,0.0,0.0,0.02,71.0,9.0,,,Midway,E
AMF Bowling 2004,Xbox,2003.0,,Mud Duck Productions  ,0.22,0.06,0.0,0.01,0.3,48.0,6.0,4.4,8.0,,
Go! Go! Hypergrind,GameCube,2003.0,Sports,Atlus  ,0.02,0.01,0.0,0.0,0.03,67.0,9.0,5.8,6.0,Poponchi,T
NBA Inside Drive 2004,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.13,0.04,0.0,0.01,0.17,71.0,31.0,8.2,12.0,High Voltage Software,E
NHL Rivals 2004,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.08,0.02,0.0,0.0,0.11,65.0,39.0,8.8,21.0,Microsoft Game Studios,E
NCAA March Madness 2004,PlayStation 2,2003.0,Sports,EA Sports  ,0.5,0.39,0.0,0.13,1.03,82.0,16.0,8.8,12.0,NuFX,E
NCAA March Madness 2004,Xbox,2003.0,Sports,EA Sports  ,0.18,0.05,0.0,0.01,0.24,81.0,16.0,,,EA Sports,E
ESPN College Hoops,PlayStation 2,2003.0,Sports,Sega  ,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,Visual Concepts,E
NBA Live 2004,PlayStation 2,2003.0,Sports,EA Sports  ,1.57,0.18,0.0,0.27,2.03,86.0,19.0,7.7,42.0,EA Sports,E
Cabela's Dangerous Hunts,PlayStation 2,2003.0,Sports,Activision  ,0.57,0.45,0.0,0.15,1.17,57.0,4.0,8.3,40.0,Sand Grain Studios,T
Cabela's Dangerous Hunts,Xbox,2003.0,Sports,Activision  ,0.26,0.08,0.0,0.01,0.35,,,8.4,24.0,FUN Labs,T
Links 2004,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.21,0.06,0.0,0.01,0.29,80.0,41.0,8.5,11.0,Indie Built,E
NCAA Final Four 2004,PlayStation 2,2003.0,Sports,Sony Computer Entertainment  ,0.1,0.08,0.0,0.03,0.2,45.0,16.0,,,989 Sports,E
SSX 3,Game Boy Advance,2003.0,Sports,EA Sports BIG   ,0.09,0.03,0.0,0.0,0.12,63.0,14.0,7.2,5.0,Visual Impact,E
Ultimate Beach Soccer,Xbox,2003.0,Sports,DreamCatcher Interactive  ,0.01,0.0,0.0,0.0,0.01,39.0,8.0,6.8,5.0,Pam Development,E
Wakeboarding Unleashed Featuring Shaun Murray,Game Boy Advance,2003.0,Sports,Aspyr  ,0.01,0.01,0.0,0.0,0.02,67.0,7.0,,,Small Rockets,E
NBA Live 2004,GameCube,2003.0,Sports,EA Sports  ,0.21,0.05,0.0,0.01,0.27,84.0,17.0,7.7,6.0,EA Sports,E
NBA Live 2004,Xbox,2003.0,Sports,EA Sports  ,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0,EA Sports,E
Barbie Horse Adventures: Wild Horse Rescue,PlayStation 2,2003.0,Sports,Universal Interactive  ,0.24,0.19,0.0,0.06,0.49,,,6.4,11.0,Blitz Games,E
FIFA Soccer 2004,GameCube,2003.0,Sports,EA Sports  ,0.05,0.01,0.0,0.0,0.07,83.0,17.0,6.3,14.0,EA Canada,E
FIFA Soccer 2004,Xbox,2003.0,Sports,EA Sports  ,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,25.0,EA Canada,E
FIFA Soccer 2004,PlayStation 2,2003.0,Sports,EA Sports  ,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.5,85.0,EA Canada,E
FIFA Soccer 2004,Game Boy Advance,2003.0,Sports,EA Sports  ,0.04,0.01,0.0,0.0,0.05,82.0,4.0,7.6,11.0,Exient Entertainment,E
NFL Blitz Pro,Xbox,2003.0,Sports,Midway Games  ,0.04,0.01,0.0,0.0,0.05,71.0,14.0,6.6,8.0,Midway,E
Tiger Woods PGA Tour 2004,Game Boy Advance,2003.0,Sports,EA Sports  ,0.13,0.05,0.0,0.0,0.18,75.0,5.0,7.5,4.0,Backbone Emeryville,E
Ultimate Beach Soccer,Game Boy Advance,2003.0,Sports,DreamCatcher Interactive  ,0.01,0.0,0.0,0.0,0.01,,,,,Magic Pockets,E
NBA ShootOut 2004,PlayStation 2,2003.0,Sports,Sony Computer Entertainment  ,0.13,0.1,0.0,0.03,0.26,58.0,19.0,7.8,8.0,989 Sports,E
Amped 2,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.2,0.04,0.0,0.01,0.25,80.0,34.0,7.7,20.0,Indie Built,E
Harry Potter: Quidditch World Cup,Xbox,2003.0,Sports,Electronic Arts  ,0.14,0.04,0.0,0.01,0.19,69.0,14.0,6.8,5.0,Electronic Arts,E
Harry Potter: Quidditch World Cup,PlayStation 2,2003.0,Sports,Electronic Arts  ,0.44,0.34,0.0,0.11,0.9,68.0,21.0,6.7,36.0,Magic Pockets,E
Harry Potter: Quidditch World Cup,Game Boy Advance,2003.0,Sports,Electronic Arts  ,0.28,0.1,0.0,0.01,0.39,53.0,6.0,8.2,12.0,Magic Pockets,E
Harry Potter: Quidditch World Cup,GameCube,2003.0,Sports,Electronic Arts  ,0.31,0.08,0.0,0.01,0.4,68.0,16.0,8.1,13.0,Electronic Arts,E
NFL Blitz Pro,PlayStation 2,2003.0,Sports,Midway Games  ,0.11,0.09,0.0,0.03,0.23,73.0,20.0,8.5,14.0,Midway,E
Tony Hawk's Underground,Xbox,2003.0,Sports,Activision  ,0.85,0.37,0.0,0.05,1.27,85.0,33.0,8.2,34.0,Neversoft Entertainment,T
Top Spin,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.36,0.08,0.0,0.02,0.46,89.0,44.0,7.9,37.0,Pam Development,E
Tony Hawk's Underground,PlayStation 2,2003.0,Sports,Activision  ,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,162.0,Neversoft Entertainment,T
Tony Hawk's Underground,Game Boy Advance,2003.0,Sports,Activision  ,0.43,0.16,0.0,0.01,0.6,86.0,9.0,6.9,10.0,Vicarious Visions,E
Tony Hawk's Underground,GameCube,2003.0,Sports,Activision  ,0.54,0.14,0.0,0.02,0.7,89.0,19.0,7.6,36.0,Neversoft Entertainment,T
ESPN NBA Basketball,Xbox,2003.0,Sports,Sega  ,0.2,0.06,0.0,0.01,0.27,87.0,18.0,7.6,27.0,Visual Concepts,E
ESPN NBA Basketball,PlayStation 2,2003.0,Sports,Sega  ,0.26,0.21,0.0,0.07,0.54,89.0,18.0,8.4,39.0,Visual Concepts,E
SSX 3,GameCube,2003.0,Sports,EA Sports BIG   ,0.29,0.08,0.0,0.01,0.38,92.0,27.0,8.7,55.0,EA Canada,E
SSX 3,Xbox,2003.0,Sports,EA Sports BIG   ,0.29,0.08,0.0,0.01,0.39,92.0,27.0,8.3,31.0,EA Canada,E
SSX 3,PlayStation 2,2003.0,Sports,EA Sports BIG   ,0.93,0.52,0.0,0.22,1.67,93.0,41.0,8.8,185.0,EA Canada,E
Backyard Hockey,Game Boy Advance,2003.0,Sports,Atari  ,0.14,0.05,0.0,0.0,0.2,,,,,Mistic Software,E
Tiger Woods PGA Tour 2004,GameCube,2003.0,Sports,EA Sports  ,0.12,0.03,0.0,0.0,0.16,89.0,16.0,7.1,8.0,EA Sports,E
NHL Hitz Pro,Xbox,2003.0,Sports,Midway Games  ,0.05,0.01,0.0,0.0,0.07,81.0,23.0,7.5,14.0,Next Level Games,E
NHL Hitz Pro,GameCube,2003.0,Sports,Midway Games  ,0.03,0.01,0.0,0.0,0.04,81.0,15.0,8.0,6.0,Next Level Games,E
NHL Hitz Pro,PlayStation 2,2003.0,Sports,Midway Games  ,0.09,0.07,0.0,0.02,0.19,79.0,23.0,8.4,14.0,Next Level Games,E
NBA Jam,Xbox,2003.0,Sports,Acclaim Entertainment  ,0.1,0.03,0.0,0.0,0.14,68.0,17.0,8.1,8.0,Acclaim,E
NHL 2004,PlayStation 2,2003.0,Sports,EA Sports  ,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0,EA Sports,E
NHL 2004,GameCube,2003.0,Sports,EA Sports  ,0.08,0.02,0.0,0.0,0.1,85.0,18.0,7.4,9.0,EA Sports,E
NHL 2004,Xbox,2003.0,Sports,EA Sports  ,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0,EA Black Box,E
Tiger Woods PGA Tour 2004,PlayStation 2,2003.0,Sports,EA Sports  ,1.18,0.34,0.0,0.1,1.63,89.0,23.0,8.6,44.0,EA Sports,E
Tiger Woods PGA Tour 2004,Xbox,2003.0,Sports,EA Sports  ,0.47,0.13,0.0,0.02,0.62,89.0,18.0,7.2,17.0,EA Sports,E
Rugby 2004,PlayStation 2,2003.0,Sports,EA Sports  ,0.11,0.08,0.0,0.03,0.22,61.0,13.0,6.8,65.0,HB Studios Multimedia,E
Reel Fishing III,PlayStation 2,2003.0,Sports,Natsume  ,0.18,0.14,0.0,0.05,0.37,,,8.2,19.0,Open Sesame,E
ESPN NHL Hockey,Xbox,2003.0,Sports,Sega  ,0.08,0.02,0.0,0.0,0.11,88.0,25.0,7.5,27.0,Kush Games,E
ESPN NHL Hockey,PlayStation 2,2003.0,Sports,Sega  ,0.11,0.09,0.0,0.03,0.23,90.0,19.0,7.0,22.0,Kush Games,E
Disney's Extreme Skate Adventure,GameCube,2003.0,Sports,Activision  ,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,Toys for Bob,E
Disney's Extreme Skate Adventure,Game Boy Advance,2003.0,Sports,Activision  ,0.2,0.08,0.0,0.01,0.28,70.0,6.0,,,Vicarious Visions,E
Disney's Extreme Skate Adventure,Xbox,2003.0,Sports,Activision  ,0.08,0.02,0.0,0.0,0.11,76.0,15.0,7.3,8.0,Toys for Bob,E
Disney's Extreme Skate Adventure,PlayStation 2,2003.0,Sports,Activision  ,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.4,14.0,Toys for Bob,E
ESPN NFL Football,PlayStation 2,2003.0,Sports,Sega  ,0.27,0.21,0.0,0.07,0.56,91.0,20.0,8.5,25.0,Visual Concepts,E
ESPN NFL Football,Xbox,2003.0,Sports,Sega  ,0.27,0.08,0.0,0.01,0.36,91.0,25.0,7.8,51.0,Visual Concepts,E
Cabela's Deer Hunt: 2004 Season,PlayStation 2,2003.0,Sports,Activision  ,0.37,0.29,0.0,0.1,0.76,,,8.8,40.0,Sand Grain Studios,T
Cabela's Deer Hunt: 2004 Season,Xbox,2003.0,Sports,Activision  ,0.16,0.05,0.0,0.01,0.21,65.0,5.0,7.9,17.0,FUN Labs,T
Mark Davis Pro Bass Challenge,PlayStation 2,2003.0,Sports,Natsume  ,0.09,0.07,0.0,0.02,0.17,,,,,SIMS,E
NCAA GameBreaker 2004,PlayStation 2,2003.0,Sports,Sony Computer Entertainment  ,0.11,0.09,0.0,0.03,0.23,61.0,15.0,,,989 Sports,E
NFL Fever 2004,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.24,0.07,0.0,0.01,0.32,74.0,29.0,8.8,17.0,Microsoft Game Studios,E
NFL GameDay 2004,PlayStation 2,2003.0,Sports,Sony Computer Entertainment  ,0.2,0.16,0.0,0.05,0.41,65.0,25.0,8.7,6.0,989 Sports,E
Pro Cast Sports Fishing,Xbox,2003.0,Sports,Capcom  ,0.02,0.01,0.0,0.0,0.03,49.0,12.0,,,Capcom,E
Agassi Tennis Generation,PlayStation 2,2003.0,Sports,DreamCatcher Interactive  ,0.04,0.03,0.0,0.01,0.09,,,5.6,5.0,Aqua Pacific,E
Madden NFL 2004,Game Boy Advance,2003.0,Sports,EA Sports  ,0.22,0.08,0.0,0.01,0.31,70.0,9.0,6.6,5.0,BudCat,E
Madden NFL 2004,Xbox,2003.0,Sports,EA Sports  ,1.02,0.02,0.0,0.05,1.09,92.0,27.0,7.6,52.0,EA Tiburon,E
Madden NFL 2004,PlayStation 2,2003.0,Sports,EA Sports  ,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.3,149.0,EA Tiburon,E
Madden NFL 2004,GameCube,2003.0,Sports,EA Sports  ,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.1,27.0,EA Tiburon,E
Tennis Masters Series 2003,Xbox,2003.0,Sports,Hip Interactive  ,0.03,0.01,0.0,0.0,0.04,67.0,10.0,,,Microids,E
NCAA Football 2004,PlayStation 2,2003.0,Sports,Electronic Arts  ,1.35,0.09,0.0,0.23,1.67,94.0,15.0,8.3,88.0,EA Sports,E
NCAA Football 2004,Xbox,2003.0,Sports,EA Sports  ,0.4,0.02,0.0,0.02,0.43,88.0,13.0,7.9,21.0,EA Sports,E
NCAA Football 2004,GameCube,2003.0,Sports,EA Sports  ,0.12,0.03,0.0,0.0,0.15,89.0,16.0,7.2,9.0,EA Sports,E
K-1 World Grand Prix,PlayStation 2,2003.0,Sports,Konami  ,0.04,0.03,0.1,0.01,0.18,67.0,24.0,7.9,8.0,Konami,T
Outlaw Volleyball,Xbox,2003.0,Sports,Simon & Schuster Interactive  ,0.19,0.06,0.0,0.01,0.26,77.0,33.0,7.4,8.0,Hypnotix,M
Summer Heat Beach Volleyball,PlayStation 2,2003.0,Sports,Acclaim Entertainment  ,0.14,0.11,0.0,0.04,0.28,65.0,21.0,7.7,21.0,Acclaim Studios Cheltenham,T
Wakeboarding Unleashed Featuring Shaun Murray,PlayStation 2,2003.0,Sports,Activision  ,0.08,0.06,0.0,0.02,0.16,83.0,23.0,7.9,14.0,Shaba Games,E
Wakeboarding Unleashed Featuring Shaun Murray,Xbox,2003.0,Sports,Activision  ,0.04,0.01,0.0,0.0,0.05,80.0,23.0,7.4,8.0,Shaba Games,E
G1 Jockey 3,PlayStation 2,2003.0,Sports,KOEI  ,0.02,0.01,0.07,0.0,0.1,71.0,12.0,8.2,11.0,Koei/Inis,E
NBA 2K3,Xbox,2002.0,Sports,Sega  ,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,Visual Concepts,E
Backyard Baseball,GameCube,2003.0,Sports,Infogrames  ,0.1,0.03,0.0,0.0,0.13,70.0,4.0,7.3,6.0,Humongous Entertainment,E
Gallop Racer 2003: A New Breed,PlayStation 2,2003.0,Sports,Tecmo  ,0.04,0.03,0.12,0.01,0.21,68.0,16.0,8.5,15.0,Tecmo,E
NBA 2K3,GameCube,2002.0,Sports,Sega  ,0.12,0.03,0.0,0.0,0.16,84.0,11.0,6.3,4.0,Visual Concepts,E
NBA 2K3,PlayStation 2,2002.0,Sports,Sega  ,0.51,0.4,0.0,0.13,1.05,89.0,21.0,7.8,18.0,Visual Concepts,E
World Series Baseball 2K3,PlayStation 2,2003.0,Sports,Sega  ,0.12,0.1,0.0,0.03,0.25,87.0,21.0,8.6,17.0,Blue Shift,E
