Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
7 Roses: A Darkness Rises,PC,2015.0,Puzzle,Avanquest Software  ,0.0,0.02,0.0,0.0,0.02,,,,,"DragonsEye Studio, DragonsEyeStudios",
Art Academy: Home Studio,Wii U,2015.0,Miscellaneous,Nintendo  ,0.0,0.0,0.02,0.0,0.02,82.0,9.0,7.9,23.0,Headstrong Games,E
Sega 3D Classics Collection,3DS,2016.0,Miscellaneous,Sega  ,0.05,0.0,0.0,0.01,0.05,73.0,27.0,7.5,29.0,M2,E10+
Sega 3D Classics Collection,3DS,2016.0,Miscellaneous,Sega  ,0.0,0.01,0.0,0.0,0.01,73.0,27.0,7.5,29.0,M2,E10+
Drakengard 3,PlayStation 3,2014.0,Action RPG,Square Enix  ,0.11,0.0,0.19,0.02,0.32,61.0,33.0,8.1,310.0,Access Games,M
Demon Gaze,PlayStation Vita,2014.0,General,NIS America  ,0.04,0.03,0.09,0.02,0.17,70.0,38.0,8.6,110.0,Experience Inc.,T
Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Miscellaneous,Capcom  ,0.0,0.0,0.07,0.0,0.07,81.0,34.0,8.5,141.0,NATSUME ATARI Inc.,T
Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Miscellaneous,Capcom  ,0.0,0.0,0.04,0.0,0.04,81.0,34.0,8.5,141.0,NATSUME ATARI Inc.,T
Dynasty Warriors 8: Xtreme Legends,PlayStation 3,2014.0,Action,Tecmo Koei  ,0.02,0.02,0.11,0.01,0.16,68.0,4.0,7.0,10.0,Omega Force,T
Yaiba: Ninja Gaiden Z,Xbox 360,2014.0,Horror,Tecmo Koei  ,0.03,0.01,0.0,0.0,0.05,50.0,20.0,5.4,47.0,"Spark Unlimited, comcept",M
Yaiba: Ninja Gaiden Z,PlayStation 3,2014.0,Horror,Tecmo Koei  ,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,96.0,"Spark Unlimited, comcept",M
Marvel Avengers: Battle for Earth,Wii U,2012.0,Action,Ubisoft  ,0.06,0.05,0.0,0.01,0.12,50.0,10.0,5.1,27.0,Ubisoft Quebec,T
LEGO The Lord of the Rings,DS,2012.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.0,0.13,0.0,0.01,0.14,,,,,TT Games,E10+
LEGO The Lord of the Rings,Wii,2012.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.48,0.37,0.0,0.08,0.93,,,7.2,26.0,TT Games,E10+
LEGO The Lord of the Rings,PlayStation 3,2012.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.37,0.52,0.0,0.16,1.06,82.0,16.0,8.3,111.0,TT Games,E10+
LEGO The Lord of the Rings,Xbox 360,2012.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.64,0.5,0.0,0.1,1.24,80.0,49.0,8.3,93.0,TT Games,E10+
LEGO The Lord of the Rings,PlayStation Vita,2012.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.09,0.16,0.0,0.07,0.32,54.0,8.0,5.6,39.0,TT Games,E10+
Marvel Avengers: Battle for Earth,Xbox 360,2012.0,Action,Ubisoft  ,0.02,0.0,0.0,0.0,0.02,62.0,11.0,7.1,14.0,Ubisoft Quebec,T
Mass Effect Trilogy,PC,2012.0,Role-Playing,Electronic Arts  ,0.09,0.17,0.0,0.02,0.29,,,8.4,90.0,BioWare,M
WWE '13,Xbox 360,2012.0,Action,THQ  ,0.72,0.44,0.0,0.11,1.27,78.0,46.0,8.0,129.0,"THQ, Yuke's",T
WWE '13,Wii,2012.0,Action,THQ  ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6.6,14.0,THQ,T
Skylanders Giants,PlayStation 3,2012.0,Action,Activision  ,0.38,0.52,0.0,0.18,1.07,77.0,21.0,6.7,27.0,Toys for Bob,E10+
Skylanders Giants,Wii,2012.0,Action,Activision  ,1.49,0.86,0.0,0.23,2.58,78.0,8.0,6.9,44.0,Toys for Bob,E10+
Skylanders Giants,Xbox 360,2012.0,Action,Activision  ,0.76,0.44,0.0,0.12,1.32,80.0,35.0,6.4,45.0,Toys for Bob,E10+
Skylanders Giants,3DS,2012.0,Action,Activision  ,0.13,0.01,0.0,0.02,0.16,59.0,9.0,4.3,15.0,n-Space,E10+
Dragon Ball Z for Kinect,Xbox 360,2012.0,Action,Namco Bandai Games  ,0.01,0.0,0.0,0.0,0.01,49.0,32.0,2.2,44.0,"Spike, Spike Chunsoft",T
AquaPazza: AquaPlus Dream Match,PlayStation 3,2013.0,Action,Atlus  ,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,21.0,Examu,T
Brain Age: Concentration Training,3DS,2013.0,Edutainment,Nintendo  ,0.08,0.0,0.0,0.01,0.09,69.0,21.0,7.3,25.0,Nintendo,E
Brain Age: Concentration Training,3DS,2013.0,Edutainment,Nintendo  ,0.0,0.0,0.27,0.0,0.27,69.0,21.0,7.3,25.0,Nintendo,E
FIFA Soccer,PlayStation Vita,2012.0,Sports,EA Sports  ,0.16,0.35,0.02,0.09,0.63,79.0,45.0,7.2,84.0,Electronic Arts,E
Michael Jackson The Experience HD,PlayStation Vita,2012.0,Action,Ubisoft  ,0.04,0.04,0.0,0.02,0.1,57.0,27.0,6.5,24.0,Ubisoft,E10+
Just Dance 3,PlayStation 3,2011.0,Action,Ubisoft  ,0.34,0.21,0.0,0.09,0.63,75.0,5.0,5.9,9.0,Ubisoft,E10+
Fortune Street,Wii,2011.0,Miscellaneous,Nintendo  ,0.25,0.03,0.17,0.03,0.48,68.0,42.0,7.6,32.0,Marvelous AQL,E
ABBA: You Can Dance,Wii,2011.0,Action,Ubisoft  ,0.18,0.5,0.0,0.1,0.77,66.0,5.0,2.6,5.0,Ubisoft,E10+
Alvin and the Chipmunks: Chipwrecked,Xbox 360,2011.0,Action,Majesco  ,0.09,0.01,0.0,0.01,0.11,,,5.1,8.0,Behaviour Interactive,E10+
Mahjong 3D: Warriors of the Emperor,3DS,2020.0,Miscellaneous,Unknown  ,0.0,0.05,0.0,0.0,0.05,,,,,Engine Software,E
Start the Party! Save the World,PlayStation 3,2011.0,Miscellaneous,Sony Computer Entertainment  ,0.0,0.08,0.0,0.02,0.1,50.0,15.0,5.3,4.0,Supermassive Games,E10+
Karaoke Revolution Glee: Volume 3,Wii,2011.0,Action,Konami  ,0.23,0.04,0.0,0.02,0.29,,,,,Hijinx Studios,T
Karaoke Revolution Glee: Volume 3,Xbox 360,2011.0,Action,Konami  ,0.14,0.0,0.0,0.01,0.15,,,,,Hijinx Studios,T
Hole in the Wall: Deluxe Edition,Xbox 360,2011.0,Miscellaneous,Ubisoft  ,0.1,0.0,0.0,0.01,0.11,,,,,"Ubisoft, Ludia Inc.",E
Cabela's Adventure Camp,Xbox 360,2011.0,Miscellaneous,Activision  ,0.07,0.02,0.0,0.01,0.1,,,,,"Activision, Cauldron Ltd.",E
uDraw Studio: Instant Artist,Xbox 360,2011.0,Miscellaneous,THQ  ,0.01,0.01,0.0,0.0,0.02,54.0,5.0,5.7,6.0,"THQ, Pipeworks Software, Inc.",E
Alvin and the Chipmunks: Chipwrecked,Wii,2011.0,Action,Majesco  ,0.07,0.01,0.0,0.01,0.09,,,,,Behaviour Interactive,E10+
Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Action,Majesco  ,0.06,0.04,0.0,0.01,0.11,,,,,Behaviour Interactive,E10+
Carnival Island,PlayStation 3,2011.0,Miscellaneous,Sony Computer Entertainment  ,0.13,0.06,0.0,0.04,0.23,66.0,25.0,5.2,5.0,Magic Pixel Games,E
Dungeons & Dragons Anthology: The Master Collection,PC,2011.0,Miscellaneous,Atari  ,0.01,0.0,0.0,0.0,0.01,,,7.8,6.0,Various,T
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Miscellaneous,Atari  ,0.01,0.0,0.0,0.0,0.01,,,8.2,5.0,Various,M
Pictionary: Ultimate Edition,PlayStation 3,2011.0,Miscellaneous,THQ  ,0.15,0.06,0.0,0.04,0.24,62.0,4.0,,,Page 44 Studios,E
Pictionary: Ultimate Edition,Xbox 360,2011.0,Miscellaneous,THQ  ,0.16,0.05,0.0,0.02,0.24,53.0,4.0,,,Page 44 Studios,E
uDraw Studio: Instant Artist,Wii,2011.0,Miscellaneous,THQ  ,0.06,0.09,0.0,0.02,0.17,,,7.3,4.0,"THQ, Pipeworks Software, Inc.",E
Victorious: Hollywood Arts Debut,DS,2011.0,Miscellaneous,D3 Publisher  ,0.13,0.01,0.0,0.01,0.15,,,,,Behaviour Interactive,E
Yoostar on MTV,Xbox 360,2011.0,Miscellaneous,Unknown  ,0.08,0.0,0.0,0.01,0.09,49.0,4.0,,,Yoostar Entertainment Group,T
Puppies 3D,3DS,2011.0,Simulation,Ubisoft  ,0.08,0.04,0.0,0.01,0.13,,,,,MTO,E
The Black Eyed Peas Experience,Wii,2011.0,Action,Ubisoft  ,0.37,0.19,0.0,0.06,0.62,,,,,Ubisoft Quebec,T
The Black Eyed Peas Experience,Xbox 360,2011.0,Action,Ubisoft  ,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,iNiS,T
Deepak Chopra's Leela,Wii,2011.0,Sports,THQ  ,0.1,0.01,0.0,0.01,0.13,,,,,Curious Pictures,E
Deepak Chopra's Leela,Xbox 360,2011.0,Sports,THQ  ,0.07,0.05,0.0,0.01,0.13,,,3.5,4.0,Curious Pictures,E
Jillian Michaels' Fitness Adventure,Xbox 360,2011.0,Sports,Majesco  ,0.17,0.02,0.0,0.02,0.2,,,,,"MicroProse, n-Space",E
Nickelodeon Dance,Xbox 360,2011.0,Action,2K Play  ,0.08,0.02,0.0,0.01,0.11,,,,,High Voltage Software,E
Moshi Monsters: Moshling Zoo,DS,2011.0,Miscellaneous,Activision  ,0.38,0.98,0.0,0.21,1.57,,,,,Mind Candy,E
Get Up and Dance,Wii,2011.0,Action,Crave Entertainment  ,0.06,0.04,0.0,0.01,0.11,,,,,Crave,T
Get Up and Dance,PlayStation 3,2011.0,Action,Crave Entertainment  ,0.03,0.0,0.0,0.0,0.04,,,,,Crave,T
Trivial Pursuit: Bet You Know It,Wii,2011.0,Miscellaneous,Electronic Arts  ,0.1,0.04,0.0,0.02,0.16,,,,,Electronic Arts,T
Zoobles! Spring to Life!,DS,2011.0,Simulation,Activision  ,0.1,0.02,0.0,0.01,0.13,,,,,Now Production,E
Cabela's Adventure Camp,PlayStation 3,2011.0,Miscellaneous,Activision  ,0.06,0.03,0.0,0.02,0.11,,,,,"Activision, Cauldron Ltd.",E
Cabela's Adventure Camp,Wii,2011.0,Miscellaneous,Activision  ,0.14,0.02,0.0,0.02,0.18,,,,,Cauldron Ltd.,E
Country Dance 2,Wii,2011.0,Action,GameMill  ,0.43,0.0,0.0,0.03,0.46,,,,,High Voltage Software,E10+
Disney Princess: Enchanting Storybooks,Wii,2011.0,Miscellaneous,THQ  ,0.25,0.1,0.0,0.03,0.39,,,,,Page 44 Studios,E
Disney Princess: Enchanting Storybooks,DS,2011.0,Miscellaneous,THQ  ,0.07,0.03,0.0,0.01,0.12,,,,,Page 44 Studios,E
Family Game Night 4: The Game Show,PlayStation 3,2011.0,Miscellaneous,Electronic Arts  ,0.08,0.02,0.0,0.02,0.12,,,,,Electronic Arts,E
Family Game Night 4: The Game Show,Wii,2011.0,Miscellaneous,Electronic Arts  ,0.12,0.03,0.0,0.01,0.16,,,,,Electronic Arts,E
Family Game Night 4: The Game Show,Xbox 360,2011.0,Miscellaneous,Electronic Arts  ,0.07,0.0,0.0,0.01,0.08,,,,,Electronic Arts,E
Hasbro Family Game Night Fun Pack,Xbox 360,2011.0,Miscellaneous,Electronic Arts  ,0.06,0.0,0.0,0.0,0.07,,,,,Electronic Arts,E
Hasbro Family Game Night Fun Pack,Wii,2011.0,Miscellaneous,Electronic Arts  ,0.1,0.0,0.0,0.01,0.11,,,,,Virtuos,E
Monopoly Collection,Wii,2011.0,Miscellaneous,Electronic Arts  ,0.02,0.07,0.0,0.01,0.09,,,,,Virtuos,E
Motion Explosion!,Xbox 360,2011.0,Action,Majesco  ,0.05,0.01,0.0,0.01,0.07,,,8.5,4.0,Artech Studios,E
Twister Mania,Xbox 360,2011.0,Miscellaneous,Majesco  ,0.1,0.01,0.0,0.01,0.13,,,,,"Majesco Games, Majesco",E
Active Life: Magical Carnival,Wii,2011.0,Miscellaneous,Namco Bandai  ,0.03,0.01,0.0,0.0,0.05,,,,,Bandai Namco Games,E
Just Dance Kids 2,Wii,2011.0,Action,Ubisoft  ,0.25,0.0,0.0,0.02,0.27,,,,,Ubisoft,E
Just Dance Kids 2,PlayStation 3,2011.0,Action,Ubisoft  ,0.1,0.1,0.0,0.04,0.24,,,,,Ubisoft,E
Just Dance Kids 2,Xbox 360,2011.0,Action,Ubisoft  ,0.29,0.08,0.0,0.03,0.41,,,,,Ubisoft,E
Family Feud: 2012 Edition,Wii,2011.0,Miscellaneous,Ubisoft  ,0.17,0.0,0.0,0.01,0.19,,,6.3,4.0,"Ubisoft, Ludia Inc.",E10+
Family Feud: 2012 Edition,Xbox 360,2011.0,Miscellaneous,Ubisoft  ,0.1,0.0,0.0,0.01,0.11,47.0,4.0,6.0,7.0,Ubisoft,E10+
Grease Dance,PlayStation 3,2011.0,Action,505 Games  ,0.05,0.02,0.0,0.01,0.08,,,,,"Zoe Mode, 505 Games",T
Grease Dance,Xbox 360,2011.0,Action,505 Games  ,0.11,0.03,0.0,0.01,0.16,,,,,"Zoe Mode, 505 Games",T
Rocksmith,Xbox 360,2011.0,Action,Ubisoft  ,0.85,0.19,0.01,0.08,1.13,77.0,30.0,8.2,62.0,Ubisoft,T
DanceDanceRevolution II,Wii,2011.0,Action,Konami  ,0.21,0.0,0.0,0.02,0.22,,,,,Konami,E10+
Go Vacation,Wii,2011.0,Miscellaneous,Namco Bandai  ,0.42,0.66,0.33,0.13,1.54,64.0,28.0,8.4,26.0,Namco Bandai Games,E10+
Moxie Girlz,DS,2011.0,Miscellaneous,GameMill  ,0.07,0.0,0.0,0.01,0.07,,,,,1st Playable Productions,E
Wipeout 2,3DS,2011.0,Miscellaneous,Activision  ,0.22,0.0,0.0,0.02,0.23,,,,,Endemol,E
Wipeout 2,DS,2011.0,Miscellaneous,Activision  ,0.25,0.0,0.0,0.02,0.27,,,,,"Endemol, Behaviour Interactive",E
Wipeout 2,PlayStation 3,2011.0,Miscellaneous,Activision  ,0.11,0.0,0.0,0.01,0.12,,,,,Endemol,E10+
Wipeout 2,Wii,2011.0,Miscellaneous,Activision  ,0.3,0.0,0.0,0.02,0.32,,,5.3,4.0,Endemol,E10+
Wipeout 2,Xbox 360,2011.0,Miscellaneous,Activision  ,0.25,0.0,0.0,0.02,0.27,,,,,Endemol,E10+
Just Dance 3,Wii,2011.0,Action,Ubisoft  ,5.95,3.13,0.0,1.06,10.14,74.0,15.0,8.0,22.0,Ubisoft,E10+
Just Dance 3,Xbox 360,2011.0,Action,Ubisoft  ,1.47,0.39,0.0,0.16,2.02,70.0,34.0,7.7,18.0,Ubisoft,E10+
Kids Learn Math: A+ Edition,DS,2011.0,Miscellaneous,Unknown  ,0.14,0.0,0.0,0.01,0.15,,,,,Talking Stick Games,E
Dance! It's Your Stage,PlayStation 3,2011.0,Miscellaneous,DTP Entertainment  ,0.0,0.02,0.0,0.0,0.02,,,,,Sproing Interactive Media,
ZhuZhu Pets: Quest for Zhu,DS,2011.0,Miscellaneous,Activision  ,0.06,0.0,0.0,0.01,0.07,,,,,Black Lantern Studios,E
Pinball Hall of Fame: The Williams Collection,3DS,2011.0,Action,Crave Entertainment  ,0.1,0.0,0.0,0.01,0.11,67.0,5.0,7.3,8.0,Crave,E10+
thinkSMART: Chess for Kids,DS,2011.0,Miscellaneous,Mentor Interactive  ,0.01,0.0,0.0,0.0,0.01,,,,,Mentor Interactive,E
We Dance,Wii,2011.0,Miscellaneous,Nordic Games  ,0.0,0.14,0.0,0.02,0.16,,,,,Nordic Games Publishing,
Patrician IV: Gold Edition,PC,2011.0,Strategy,Kalypso  ,0.0,0.01,0.0,0.0,0.01,,,,,Gaming Minds Studios,
Sing4: The Hits Edition,Wii,2011.0,Action,Crave Entertainment  ,0.17,0.0,0.0,0.01,0.18,,,,,Crave,T
Just Dance: Summer Party,Wii,2011.0,Action,Ubisoft  ,0.4,0.0,0.0,0.03,0.42,,,,,Ubisoft,E10+
The Smurfs: Dance Party,Wii,2011.0,Action,Ubisoft  ,0.23,0.04,0.0,0.03,0.3,,,,,Land Ho!,E
Ben 10 Triple Pack,DS,2011.0,Miscellaneous,D3 Publisher  ,0.12,0.12,0.0,0.02,0.26,,,,,"1st Playable Productions, D3Publisher",E10+
Loving Life with Hello Kitty & Friends,DS,2011.0,Miscellaneous,CokeM Interactive  ,0.13,0.08,0.0,0.03,0.24,,,,,"Rising Star Games, Compile Heart",E
Triple Pack: Xbox Live Arcade Compilation,Xbox 360,2011.0,Miscellaneous,Microsoft  ,0.03,0.0,0.0,0.0,0.03,,,,,Various,T
Touch 'N' Play Collection,DS,2011.0,Action,O-Games  ,0.03,0.01,0.0,0.0,0.05,,,,,O-Games,E
Rec Room Games,DS,2011.0,Action,Destineer  ,0.07,0.0,0.0,0.01,0.07,,,,,Destineer,E
You Don't Know Jack,PlayStation 3,2011.0,Miscellaneous,THQ  ,0.16,0.0,0.0,0.02,0.18,82.0,11.0,8.2,17.0,"Jellyvision, Iron Galaxy Studios",T
You Don't Know Jack,Xbox 360,2011.0,Miscellaneous,THQ  ,0.19,0.0,0.0,0.02,0.21,82.0,23.0,7.9,29.0,"Jellyvision, Iron Galaxy Studios",T
You Don't Know Jack,Wii,2011.0,Miscellaneous,THQ  ,0.19,0.0,0.0,0.02,0.21,81.0,5.0,7.7,6.0,"Jellyvision, Iron Galaxy Studios",T
You Don't Know Jack,DS,2011.0,Miscellaneous,THQ  ,0.07,0.0,0.0,0.01,0.07,,,,,Jellyvision,T
Rock Band Country Track Pack 2,Xbox 360,2011.0,Action,MTV Games  ,0.04,0.0,0.0,0.0,0.05,,,,,Electronic Arts,E10+
The Ultimate Battle of the Sexes,Wii,2011.0,Action,SVG Distribution  ,0.01,0.0,0.0,0.0,0.01,,,,,Neopica,T
Learn Science,DS,2010.0,Miscellaneous,DreamCatcher Interactive  ,0.05,0.0,0.0,0.0,0.05,,,,,"Engine Software, Dreamcatcher",E
Pac-Man Party,Wii,2010.0,Miscellaneous,Namco Bandai  ,0.47,0.08,0.01,0.05,0.62,59.0,14.0,6.6,16.0,TOSE,E10+
Drawn to Life Collection,DS,2010.0,Miscellaneous,THQ  ,0.13,0.0,0.0,0.01,0.14,,,,,5TH Cell,E
Michael Jackson: The Experience,DS,2010.0,Action,Ubisoft  ,0.21,0.03,0.0,0.02,0.25,64.0,5.0,7.5,8.0,Ubisoft,E10+
Body and Brain Connection,Xbox 360,2011.0,Miscellaneous,Namco Bandai  ,0.1,0.08,0.0,0.02,0.2,57.0,33.0,4.8,4.0,Namco Bandai Games,E
Create,Wii,2010.0,Miscellaneous,Electronic Arts  ,0.23,0.03,0.0,0.02,0.27,62.0,7.0,7.8,4.0,EA Bright Light,E
Create,PlayStation 3,2010.0,Miscellaneous,Electronic Arts  ,0.11,0.03,0.0,0.02,0.16,61.0,23.0,5.1,7.0,EA Bright Light,E
Create,Xbox 360,2010.0,Miscellaneous,Electronic Arts  ,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,EA Bright Light,E
Create,PC,2010.0,Miscellaneous,Electronic Arts  ,0.04,0.01,0.0,0.0,0.06,54.0,7.0,5.7,11.0,EA Bright Light,E
Namco Museum Megamix,Wii,2010.0,Miscellaneous,Namco Bandai  ,0.17,0.0,0.0,0.02,0.19,53.0,12.0,8.7,7.0,Namco Bandai Games,E
Wizards of Waverly Place: Spellbound,DS,2010.0,Action,Disney Interactive Studios  ,0.16,0.03,0.0,0.01,0.2,,,,,Disney Interactive Studios,E
uDraw Studio,Wii,2010.0,Miscellaneous,THQ  ,1.65,0.58,0.0,0.21,2.44,71.0,9.0,,,THQ,E
Dance Paradise,Xbox 360,2011.0,Action,THQ  ,0.1,0.01,0.0,0.01,0.12,59.0,11.0,,,"Mindscape Inc., Smack Down Productions, Mindscape",T
ESA Game Pack,PlayStation 3,2010.0,Miscellaneous,Sony Computer Entertainment  ,0.11,0.0,0.0,0.01,0.12,,,,,Various,T
Family Feud Decades,Wii,2010.0,Miscellaneous,Ubisoft  ,0.15,0.0,0.0,0.01,0.16,,,,,Ludia,E10+
Just Dance Kids,Wii,2010.0,Action,Ubisoft  ,1.52,0.54,0.0,0.19,2.25,,,,,Ubisoft,E
Karaoke Revolution Glee,Wii,2010.0,Action,Konami  ,0.51,0.24,0.0,0.07,0.82,,,3.0,4.0,Konami,T
MySims Collection,Wii,2010.0,Miscellaneous,Electronic Arts  ,0.13,0.0,0.0,0.01,0.14,,,,,Full Fat,E
SingStar Dance,PlayStation 3,2010.0,Action,Sony Computer Entertainment  ,0.09,0.32,0.0,0.11,0.52,65.0,21.0,3.9,8.0,SCEE London Studio,T
Def Jam Rapstar,PlayStation 3,2010.0,Action,Konami  ,0.27,0.04,0.0,0.04,0.35,75.0,25.0,6.6,5.0,"Terminal Reality, 4mm Games",T
Def Jam Rapstar,Wii,2010.0,Action,Konami  ,0.29,0.02,0.0,0.02,0.33,65.0,5.0,,,"Terminal Reality, 4mm Games",T
Games Around the World,DS,2010.0,Miscellaneous,Zoo Games  ,0.01,0.0,0.0,0.0,0.01,,,,,"Zoo Games, JV Games Inc.",E10+
Are You Smarter than a 5th Grader?,DS,2007.0,Miscellaneous,THQ  ,0.48,0.0,0.0,0.04,0.53,,,,,"ValuSoft, AWE Games",E
Jeopardy!,DS,2010.0,Miscellaneous,THQ  ,0.17,0.0,0.0,0.01,0.18,,,,,THQ,E
Jeopardy!,Wii,2010.0,Miscellaneous,THQ  ,0.55,0.0,0.0,0.04,0.59,,,5.6,7.0,"THQ, Pipeworks Software, Inc.",E
Minute to Win It,Wii,2010.0,Miscellaneous,Zoo Games  ,0.23,0.0,0.0,0.02,0.25,,,3.0,4.0,Smack Down Productions,E
Minute to Win It,DS,2010.0,Miscellaneous,Zoo Games  ,0.11,0.0,0.0,0.01,0.12,,,,,Smack Down Productions,E
Wheel of Fortune,Wii,2010.0,Miscellaneous,THQ  ,0.86,0.04,0.0,0.07,0.98,,,7.6,5.0,"THQ, Pipeworks Software, Inc.",E
Wheel of Fortune,DS,2010.0,Miscellaneous,THQ  ,0.41,0.0,0.0,0.03,0.44,,,,,"THQ, Griptonite Games",E
Dora's Big Birthday Adventure,Wii,2010.0,Miscellaneous,2K Play  ,0.09,0.01,0.0,0.01,0.1,,,,,High Voltage Software,E
Dora's Big Birthday Adventure,PlayStation 2,2010.0,Adventure,2K Play  ,0.02,0.01,0.0,0.0,0.04,,,,,2K Play,E
Family Party: 90 Great Games Party Pack,Wii,2010.0,Miscellaneous,D3 Publisher  ,0.31,0.0,0.0,0.02,0.33,,,,,D3Publisher,E10+
Hasbro Family Game Night 3,Wii,2010.0,Miscellaneous,Electronic Arts  ,0.46,0.27,0.0,0.07,0.8,,,,,Electronic Arts,E
Hasbro Family Game Night 3,PlayStation 3,2010.0,Miscellaneous,Electronic Arts  ,0.18,0.04,0.0,0.03,0.25,,,,,Electronic Arts,E
Hasbro Family Game Night 3,Xbox 360,2010.0,Miscellaneous,Electronic Arts  ,0.17,0.03,0.0,0.02,0.21,,,1.8,4.0,Electronic Arts,E
Monopoly,DS,2010.0,Miscellaneous,Electronic Arts  ,0.15,0.09,0.0,0.02,0.27,,,,,Venan Entertainment,E
My Amusement Park,DS,2010.0,Strategy,Scholastic Inc.  ,0.05,0.0,0.0,0.0,0.06,,,,,"Scholastic, Inc.",E
Rock Band 3,PlayStation 3,2010.0,Action,MTV Games  ,0.43,0.09,0.0,0.06,0.57,91.0,34.0,8.1,103.0,Harmonix Music Systems,T
Rock Band 3,Xbox 360,2010.0,Action,MTV Games  ,0.73,0.09,0.0,0.06,0.88,93.0,57.0,8.0,149.0,Harmonix Music Systems,T
Rock Band 3,Wii,2010.0,Action,MTV Games  ,0.53,0.06,0.0,0.05,0.64,91.0,10.0,6.9,43.0,Backbone Entertainment,T
Rock Band 3,DS,2010.0,Action,MTV Games  ,0.07,0.01,0.0,0.01,0.09,79.0,8.0,6.1,8.0,Backbone Entertainment,E10+
The Amazing Race,Wii,2010.0,Adventure,Ubisoft  ,0.12,0.0,0.0,0.01,0.13,,,,,Ludia Inc.,E
Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Miscellaneous,Warner Bros. Interactive  ,0.27,0.0,0.0,0.02,0.29,,,,,Black Lantern Studios,EC
Sesame Street: Cookie's Counting Carnival,PC,2010.0,Miscellaneous,Warner Bros. Interactive  ,0.06,0.0,0.0,0.01,0.07,,,,,Black Lantern Studios,EC
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010.0,Miscellaneous,Warner Bros. Interactive  ,0.35,0.0,0.0,0.03,0.38,,,,,Black Lantern Studios,EC
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Miscellaneous,Warner Bros. Interactive  ,0.04,0.0,0.0,0.0,0.05,,,,,Black Lantern Studios,EC
Cosmos Chaos!,DS,2010.0,Miscellaneous,Mentor Interactive  ,0.06,0.0,0.0,0.01,0.07,,,,,Mentor Interactive,E
DJ Hero 2,PlayStation 3,2010.0,Action,Activision  ,0.49,0.19,0.0,0.1,0.78,86.0,46.0,7.9,27.0,FreeStyleGames,T
DJ Hero 2,Xbox 360,2010.0,Action,Activision  ,0.65,0.12,0.0,0.06,0.83,86.0,66.0,8.4,24.0,FreeStyleGames,T
DJ Hero 2,Wii,2010.0,Action,Activision  ,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.6,22.0,FreeStyleGames,T
Power Gig: Rise of the SixString,PlayStation 3,2010.0,Action,Unknown  ,0.13,0.0,0.0,0.01,0.14,36.0,10.0,2.4,5.0,Seven45 Studios,T
Power Gig: Rise of the SixString,Xbox 360,2010.0,Action,Unknown  ,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,Seven45 Studios,T
Heathcliff! Frantic Foto,DS,2010.0,Miscellaneous,Storm City Games  ,0.04,0.0,0.0,0.0,0.04,,,,,Storm City Games,E
DJ Max Portable 3,PSP,2010.0,Action,PM Studios  ,0.01,0.0,0.02,0.0,0.03,,,5.5,12.0,"PM Studios Inc., Pentavision Entertainment",E10+
TV Superstars,PlayStation 3,2010.0,Miscellaneous,Sony Computer Entertainment  ,0.08,0.12,0.0,0.05,0.26,56.0,17.0,4.9,8.0,SCE Studio Cambridge,E
Deal or No Deal: Special Edition,DS,2010.0,Miscellaneous,Zoo Games  ,0.03,0.0,0.0,0.0,0.04,,,,,Zoo Games,E
Def Jam Rapstar,Xbox 360,2010.0,Action,Konami  ,0.26,0.03,0.0,0.02,0.3,74.0,36.0,6.1,9.0,"Terminal Reality, 4mm Games",T
Hollywood Squares,Wii,2010.0,Miscellaneous,Ubisoft  ,0.1,0.0,0.0,0.01,0.11,,,,,"Ubisoft, Ludia Inc.",E10+
Solitaire Overload Plus,DS,2010.0,Miscellaneous,Telegames  ,0.15,0.0,0.0,0.01,0.16,,,,,Telegames,E
Who Wants to Be a Millionaire: 3rd Edition,DS,2010.0,Miscellaneous,Ubisoft  ,0.04,0.0,0.0,0.0,0.04,,,,,Ludia Inc.,E
Disney Sing It: Party Hits,PlayStation 3,2010.0,Action,Disney Interactive Studios  ,0.1,0.01,0.0,0.01,0.12,,,,,Disney Interactive Studios,E
